Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Burkina Faso,15.398947368421052,15.57157894736842,15.75420687134503,15.940486111111111,16.132587719298247,16.334258040935673,16.544789839181288,16.763784722222223,16.985672514619882,17.218000730994152,17.465720029239765,17.720116959064327,17.98125730994152,18.25154788011696,18.534482821637425,18.83345211988304,19.14449195906433,19.46764619883041,19.80498355263158,20.150500730994157,20.505497076023392,20.862569444444443,21.22527229532164,21.607920321637422,22.02084795321637,22.469184941520467,22.955537280701755,23.49683296783626,24.08985380116959,24.7218658625731,25.39436951754386,26.0974817251462,26.828205409356727,27.599155701754388,28.40736659356725,29.23952668128655,30.076195175438595,30.910486111111112,31.752322733918128,32.60663377192982,33.47718019005848,34.337105263157895,35.19472039473684,36.08082236842105,37.00218567251462,37.96316703216375,38.94715826023392,39.96426535087719,41.08429824561404,42.30602521929825,43.587520102339184,44.93786915204679,46.34830592105264,47.81627192982456,49.34405519005848,50.92150402046784,52.53547880116959,54.15316703216374,55.767883771929824,57.41983004385965,59.12462719298246,60.8987865497076,62.76420687134503,64.67620248538012,66.62814692982457,68.63116593567251,70.66833150584796,72.71347587719298,74.70134502923976,76.61532346491228,78.50398209064328,80.39197002923977,82.26987755847954,84.15853801169591,86.07010599415204
Burundi,86.89549132947977,88.85341040462428,90.78242774566472,92.68541425818884,94.58907514450868,96.5182851637765,98.47044315992292,100.44250481695568,102.40506743737956,104.41608863198458,106.52244701348748,109.25312138728324,112.05944123314066,114.4447591522158,117.7514450867052,121.05458574181118,124.00616570327551,127.1942196531792,130.26539499036608,133.12485549132947,136.0474951830443,139.39458574181117,139.3883429672447,139.19040462427745,142.72025048169556,146.30489402697495,149.61949903660886,153.50992292870905,158.00917148362234,161.98574181117533,168.9289210019268,175.95429672447014,180.40038535645476,185.29971098265892,189.84450867052024,193.99007707129093,197.6652986512524,202.2268400770713,206.7563198458574,210.8557225433526,215.30067437379577,219.8018111753372,225.7574759152216,218.7608092485549,220.18703275529865,233.7694026974952,233.9308477842004,233.91298651252407,238.42420038535644,244.2063776493256,249.33308285163776,255.65953757225432,262.9723506743738,271.4125048169557,281.7208477842004,292.381464354528,303.1039113680154,314.5230828516377,327.7702119460501,344.80329479768784,361.3273410404624,374.4885549132948,388.0935452793834,402.28672447013486,416.1767052023121,425.72562620423895,433.1194990366089,443.42050096339113,457.0114065510597,472.26730250481694,486.2056262042389,499.63319845857416,513.3370905587668,527.5317726396917,541.3405009633912
Cabo Verde,45.898883374689824,46.451240694789085,47.00545905707196,47.52990074441687,48.02692307692308,48.53957816377172,49.09367245657568,49.69863523573201,50.394292803970224,51.204466501240695,52.115260545905706,53.37146401985112,55.066749379652606,56.91625310173697,58.81042183622829,60.75831265508685,62.77307692307692,64.86464019851115,67.03821339950372,69.29218362282879,71.43548387096774,72.96439205955335,73.79305210918115,74.412158808933,75.07940446650124,75.89255583126551,76.787841191067,77.62617866004963,78.4485111662531,79.27543424317618,80.22357320099256,81.35136476426798,82.56178660049628,83.78498759305211,84.98883374689827,86.19478908188586,87.42220843672456,88.6605459057072,89.90781637717122,91.26637717121588,93.15843672456576,95.43076923076924,97.62158808933002,99.74317617866004,101.79342431761786,103.74801488833748,105.60322580645162,107.3939205955335,109.12741935483872,110.79888337468982,112.48573200992556,114.2166253101737,115.8923076923077,117.46476426799008,118.95024813895782,120.37605459057072,121.76861042183624,123.12394540942928,124.40570719602978,125.59330024813896,126.49739454094292,126.90980148883376,127.03598014888335,127.1029776674938,127.12791563275437,127.14478908188586,127.18473945409428,127.26873449131514,127.39826302729529,127.56923076923078,127.71203473945408,128.20074441687345,128.9679900744417,129.6105459057072,130.2424317617866
Cambodia,24.168014472339603,24.722799458668213,25.28771232082194,25.85384317949568,26.42490402408374,27.01340348551385,27.616118430137817,28.22898334576187,28.838812936724946,29.45800535807993,30.104485320518133,30.773982931477335,31.472135222470797,32.16510619493468,32.84546358438976,33.54207473692932,34.25432651144806,34.98187919463087,35.724161073825506,36.483141381500815,36.67347474245312,36.57237550749855,36.86516695666584,37.22885906040269,37.46921865937526,36.35413594056398,33.8884248902146,31.311903775513024,28.78809346259011,28.109525782307287,28.723020410417877,29.19046317010523,30.029729057916978,31.133222857458502,32.287220703178946,33.38461347253293,34.72087165465241,36.22487364321816,37.62815753859751,39.07240588836413,40.73660894302207,42.46057116027288,44.81499986190516,47.5951142044356,51.03522247079294,55.340111028254206,59.66398486480515,63.91571795509156,66.60685778993012,67.7533681332339,68.83937636368658,69.92285469660563,71.00969978181014,72.09085535946087,73.16116220620322,74.23537989891457,75.33917474521502,76.45908249785953,77.62852210898446,78.86215372717983,80.09901952661087,81.32451735852183,82.55356975170547,83.79709724638882,85.04859005164747,86.29961333443809,87.56761399729334,88.78599442096832,89.89710000828569,91.03932388764603,92.3880658436214,93.7625624879167,95.01877261303063,96.24592205927031,97.43309581020245
Cameroon,9.291028859564424,9.431076064799914,9.579907735221544,9.738109644887889,9.906416693487824,10.085307370453814,10.27429782212209,10.46869005471516,10.66885205450059,10.878813432035187,11.069751099667418,11.241867825340629,11.45503808604227,11.70823516790044,11.969224332153203,12.240502092050209,12.525040231734792,12.825486535779422,13.144218431498766,13.482378500160928,13.839272610234952,14.213943782855916,14.60545435039159,15.012681042806566,15.43521832421414,15.871946143117691,16.302889174981225,16.728893895504775,17.19111897865036,17.67973715266602,18.264603583306517,18.917233129492544,19.37276687050745,19.77340843257161,20.33060401244501,20.945671065336334,21.586400600793905,22.25243965239781,22.926655938204057,23.608507670850766,24.31460358330651,25.034180881879628,25.761942924578907,26.506020813217464,27.26081536315846,28.019560133032936,28.783944855702178,29.557373672352757,30.35051925759039,31.166485355648536,31.99792082394593,32.84945928548439,33.742146765368524,34.67512069520438,35.64099881986911,36.6368286664521,37.657775989700674,38.72952687479884,39.85421414011372,41.01271000965561,42.20162214354683,43.41230232807639,44.65085076708508,45.92291814183027,47.33374745199013,48.84328827379037,50.32541894646497,51.7725587383328,53.22687050745628,54.72823731359296,56.239798304902905,57.75294174444802,59.29143117691235,60.87906233236777,62.49059864821371
Canada,1.5111603257137207,1.5487202572120966,1.5926527576214544,1.638298073559519,1.6846071048276534,1.729615922657782,1.7770506472365393,1.8300233342317769,1.8809118968072491,1.9261568171663583,1.9683044176465687,2.0083642647440643,2.04691110921232,2.0854727994381044,2.1247760627445493,2.1647883484336683,2.205273608960767,2.244324384420664,2.2801072787429537,2.3134768577183698,2.3577286518831517,2.407837922156985,2.4446982335857883,2.475637452085317,2.509931756801859,2.5456610414441867,2.579398795206294,2.609591656992181,2.636907685890603,2.665327304416217,2.6979443684378315,2.7321663138324963,2.764627992258652,2.7945882705099363,2.8229345399965053,2.851206415742573,2.882389709492718,2.9186671874778343,2.9612276649701816,3.0094055021896398,3.055965371775708,3.096402466067272,3.1341109101252136,3.170464046489435,3.2052959875656333,3.239578690597588,3.273457149150487,3.305555161501497,3.3353435038868944,3.3649784950954564,3.3971275328649333,3.432512560885476,3.467922496788093,3.501012535647688,3.533584732490996,3.567399574223674,3.602479329482014,3.639098919701716,3.67834818843819,3.719837736969906,3.7605841728609217,3.8000138450435017,3.8403792948089226,3.8811684534910458,3.918649152631653,3.954715600922724,3.997725300041007,4.0477778815148,4.1012785276351575,4.154935439099568,4.19770964051603,4.228737823592152,4.26911850400511,4.321666492366476,4.370418365543679
Caribbean,77.62614170455417,79.14991263674494,80.68774747278646,82.24870761076171,83.84094921192475,85.46158499970653,87.11237352645053,88.79852724063046,90.52514797574598,92.30002844385048,94.1710852457684,96.13533177719889,98.13932068861207,100.16597663992344,102.21756836682634,104.2800206782278,106.33818835246898,108.39019093499,110.4216755685384,112.44199711949578,114.49156165768954,116.59116028335492,118.695881059556,120.76961835576483,122.80269674791975,124.79260595334306,126.73595754190951,128.62201960368236,130.4527019400512,132.24550203396106,134.00147185639017,135.7663382831653,137.63991891245163,139.61699000853315,141.62450956932398,143.63627990554835,145.64923991710648,147.66940118922383,149.72608571983258,151.82024615217912,153.94462704694138,156.05291007679838,158.0937879533521,160.06352911431267,161.9682106109107,163.83353575121112,165.67239908076698,167.48404435434716,169.2609949026814,171.00451038200544,172.68961212520713,174.29673256911178,175.85894107608053,177.39786625972397,178.88385653463604,180.3101463278086,181.70751369142485,183.0804757798356,184.4386515808912,185.8067669274772,186.94588670317717,188.04008325469889,189.29096478831903,190.4789763825743,191.59489861799003,192.6680128584264,193.69317889375995,194.4102393346848,195.3207924547043,196.4468551485627,197.39813038119277,198.18582864160297,198.8943130358618,199.7808785086393,200.66373499361143
Cayman Islands,29.053941908713693,29.599585062240664,30.11410788381743,30.738589211618255,31.34439834024896,31.925311203319502,32.53319502074689,33.15145228215768,33.7344398340249,34.31120331950208,34.968879668049794,35.690871369294605,36.43568464730291,37.219917012448136,38.03526970954357,38.844398340248965,39.67012448132781,40.53526970954357,41.37344398340249,42.1804979253112,43.63900414937759,46.04771784232365,48.81120331950208,51.61203319502075,54.4149377593361,57.21161825726141,59.97302904564315,62.67634854771784,65.25933609958506,67.84647302904564,70.86721991701245,74.29460580912863,77.79875518672199,81.31742738589212,84.8734439834025,88.48132780082987,92.10165975103736,95.73858921161826,99.37966804979251,103.20954356846472,107.87966804979251,113.2551867219917,118.75933609958506,124.3817427385892,130.0912863070539,135.8630705394191,141.6721991701245,147.4813278008299,153.201244813278,158.85477178423236,164.62240663900414,170.49377593360995,176.4045643153527,182.30082987551867,188.1804979253112,194.1390041493776,200.13278008298755,206.1701244813278,212.246887966805,218.3340248962656,224.47510373443984,230.7323651452282,237.0767634854772,243.3817427385892,249.6286307053942,255.7780082987552,261.8278008298755,267.78215767634856,273.6120331950208,279.3651452282158,284.99792531120335,290.902489626556,297.06016597510376,303.0622406639004,308.95228215767634
Central African Republic,2.308352595588944,2.345581720119426,2.3834216186715462,2.4221459757937653,2.4619690840797457,2.5030707245818484,2.545580917525442,2.5896128286622364,2.63518973321776,2.68280041092812,2.732585315740473,2.7843269446852226,2.838156923175704,2.894255032264278,2.952877299431764,3.014309448136377,3.078882949693409,3.1468803171851425,3.2185623936562973,3.293067995762304,3.366889787794151,3.4374289704324377,3.5053589200295354,3.5731612571832163,3.6427148544094514,3.714270923625156,3.769889081511445,3.80899948633985,3.8491781437606334,3.8906457671193295,3.9335692959645576,3.9783010690551865,4.0248081800378825,4.073003146168416,4.123101062634435,4.174985553308292,4.2284784423255966,4.284495489421811,4.3564247648399625,4.46879594850557,4.609954573180519,4.756479341230858,4.909997913255642,5.068925166136955,5.229627756910334,5.37425198240714,5.515369674788918,5.669041542264599,5.82494863398504,5.986467462839898,6.153354040258114,6.291513371215769,6.4305073999165305,6.586224276862821,6.7302738450672575,6.8843470095348165,7.026837137628816,7.163585508363029,7.318025458281165,7.269970946097788,7.212102314681049,7.327717583228996,7.401277729622139,7.451955118944428,7.42107611801342,7.4309295643519855,7.566315933095765,7.694485376737616,7.831161514013291,7.937178561109506,8.068683585347845,8.20588140871296,8.183311663295772,8.270603390156987,8.556758643937204
Chad,2.005601572426938,2.041301222998729,2.0777577033036847,2.115446712198221,2.1545461404066075,2.1952422172808133,2.237655654383736,2.2816732846251586,2.327165660736976,2.373985069885641,2.4220437579415504,2.4713679320203306,2.52191709021601,2.5737805749682336,2.626651048284625,2.6796541454892,2.732610784625159,2.786302811308768,2.841670108005083,2.8995501111817026,2.96047331639136,3.023599507623888,3.091845616264295,3.1654292407878017,3.238847283989835,3.3094297966963158,3.376188452986023,3.440015088945362,3.5033084498094027,3.5779733163913594,3.5859692662007623,3.590342677890724,3.7630900571791615,3.954201080050826,4.006626826556544,4.047227207750953,4.170162801778908,4.318860387547649,4.467600460609911,4.621653430749682,4.7512968551461245,4.928269139135959,5.141880559085133,5.264569567979669,5.387110864040661,5.629815756035578,5.884774459974588,6.091459656925032,6.304669631512071,6.530102445997459,6.759921378653113,6.991839263024143,7.239670028589581,7.534810196950445,7.878046378653113,8.202105702033037,8.502560355781448,8.80055630559085,9.113957671537484,9.445484037484118,9.778093233799238,10.129444885641677,10.491580368487927,10.872839501270647,11.268010244599743,11.63248173443456,12.0033791296061,12.40689247141042,12.830789787166454,13.250653589580688,13.679065279542566,14.158412881194408,14.656381432655657,15.34233163913596,16.12065041296061
Chile,8.803428230675447,8.973544864626524,9.153267663097614,9.341245945967485,9.536530784085084,9.738047078573192,9.946867272104273,10.161715058290412,10.380430278609316,10.602809733396729,10.828483546139603,11.05619001957623,11.284964951378171,11.51483888790019,11.743779168448537,11.970104415409176,12.194267511693942,12.41634814344568,12.636516971820324,12.856405570592626,13.075624805765028,13.293907728758995,13.513014075229032,13.733058726031071,13.9528005694903,14.172923578332806,14.394306956334647,14.616455985359,14.83848349301551,15.06038682309942,15.284532654053235,15.510531187828208,15.738297425871966,15.971941845052951,16.213118596886396,16.4621935735782,16.719365990485475,16.986629329281737,17.264565298809753,17.550879602206773,17.845945436241788,18.1451868241619,18.440140433545743,18.729266329682822,19.013453677117063,19.293849956305436,19.568320906722057,19.831801809937925,20.091265867503196,20.34561540280017,20.590414553877128,20.82975719632275,21.06094861040648,21.28251061817853,21.49842022221809,21.712850320205483,21.92590051981928,22.141565753020767,22.363900052327235,22.59066357307352,22.818743243279137,23.04498747599455,23.26718365265341,23.490155441102644,23.72547990979529,23.96909439354861,24.260740363953172,24.648076110891235,25.092091947184024,25.496569511550508,25.72617185113566,25.84000350619029,25.96843432666537,26.10894556639582,26.24964008425481
China,56.671287239583336,57.68315072916667,58.86785807291667,60.162201875,61.47019359375,62.869479947916666,64.22485234375,65.66210505208333,67.10619572916667,67.99043927083333,68.20854880208333,68.309738125,69.27850942708334,71.30756723958334,73.4164859375,75.35580552083333,77.33356385416667,79.273544375,81.35531505208333,83.55628458333334,85.76135072916667,87.92394447916666,89.96643895833333,91.93509854166666,93.78203979166666,95.42883260416669,96.91378046875,98.28608067708332,99.60015463541669,100.96750723958333,102.41286901041669,103.92927828125,105.58210203125,107.19426625,108.73433729166666,110.39664796875,112.2118340625,114.18931729166668,116.17126723958332,118.12406333333334,120.16486708333332,121.95713833333332,123.3931496875,124.71964322916666,125.93782255208332,127.09728411458332,128.22341791666668,129.28537729166666,130.29657567708333,131.2684015625,132.24803911458332,133.20052734375,134.04862901041668,134.84555479166667,135.63544953125,136.46115994791666,137.29729541666666,138.10558140625,138.93968916666665,139.84611625,140.78765770833334,141.69277755208333,142.65842338541665,143.64667088541665,144.57833041666666,145.43064307291667,146.2554825,147.1202840625,147.81343291666667,148.28337057291665,148.55271802083334,148.5872153125,148.45620510416666,148.18593046875,147.84596640625
"China, Hong Kong SAR",1800.1296633303002,1883.0577797998185,1969.789353958144,2060.353503184713,2155.24567788899,2254.9567788899,2360.5614194722475,2472.414467697907,2589.1724294813466,2706.5914467697908,2816.0514103730666,2799.5063694267515,2628.830300272976,2422.748862602366,2853.529117379436,3508.116924476797,3653.5955414012737,3161.171974522293,2789.196542311192,3089.64558689718,3403.01728844404,3629.878070973613,3746.2443130118295,3842.808462238399,3940.6028207461327,4038.56050955414,4135.697907188353,4231.5655141037305,4325.813011828936,4420.082347588717,4515.454049135577,4605.055050045496,4686.163785259327,4763.518198362148,4837.105550500455,4907.298908098272,4960.357597816196,4992.148771610555,5018.106005459508,5041.468607825295,5059.687898089172,5121.104640582347,5240.72474977252,5370.803457688808,5497.963148316651,5620.658325750683,5734.726114649681,5838.647406733394,5933.880345768881,6020.495450409463,6100.695177434031,6164.002274795268,6206.923111919928,6241.0432211101,6267.664695177434,6286.156505914468,6306.724294813467,6343.35304822566,6388.251592356688,6428.085987261146,6461.889899909008,6499.51728844404,6552.375796178344,6609.949954504094,6660.146041856233,6702.829390354868,6740.6819836214745,6774.241583257507,6798.174249317562,6811.476797088262,6815.500909918107,6810.374431301183,6793.371246587807,6772.278889899909,6746.960418562329
"China, Macao SAR",6145.421875,6253.515625,6262.53125,6237.109375,6183.359375,6107.578125,6005.59375,5880.890625,5739.625,5575.78125,5416.109375,5416.34375,5556.546875,5691.71875,7051.71875,8300.96875,8216.953125,8138.21875,8060.40625,7978.3125,8043.609375000001,8233.09375,8536.90625,7822.625,6918.34375,6998.140625,7105.53125,7235.59375,7381.453125,7535.828125,7690.53125,7890.78125,8157.953125000001,8453.21875,8767.390625,9102.421875,9458.421875,9831.859375,10215.78125,10600.703125,10972.59375,11320.859375,11632.765625,11916.453125,12191.296875,12459.15625,12719.640625,12970.90625,13212.8125,13445.390625,13665.90625,13910.15625,14250.4375,14657.90625,15068.75,15481.578125,15898.328125,16321.109374999998,16747.8125,17171.34375,17587.671875,17988.515625,18357.671875,18710.71875,19072.0,19443.09375,19822.234375,20204.828125,20586.625,20967.9375,21345.828125,21700.0625,22011.140625,22309.734375,22508.1875
"China, Taiwan Province of China",214.53064106184692,222.05015532335497,230.1324484608868,238.67185823213785,247.60727195707423,257.10629765602937,267.31741033606323,278.1848489127365,289.35770968652923,300.5980090369952,311.9530782264897,323.4538266026546,335.1220417961028,346.9562835357244,358.8442389155606,370.65242869245975,382.3130895227337,392.5859926574414,401.4567777463993,410.1551680316295,418.40566224230446,427.03013273086697,436.33470770968654,445.4305704603219,454.1746681728325,462.16513696695847,470.8133013273087,480.6579356114092,490.64466252471055,500.8692600960181,510.77437164642754,519.989480372776,528.7767720982773,537.2105196272239,545.2347500706015,552.7163795537983,559.3329426715617,565.2589240327591,571.1281417678622,576.6423609149957,581.6127082744987,586.8892968088111,592.5469641344253,597.9859361762215,603.1386613950862,608.1472747811353,613.0832109573566,618.0550268285795,622.6835922055916,627.0483196837051,630.6938576673256,633.8960039536854,637.3030641061847,640.0487009319402,642.3448460886755,644.589988703756,647.1232420220276,649.729567918667,651.969471900593,654.1756848347924,655.8613103643039,657.2458768709404,659.3041796102796,661.3068201073144,662.8866280711663,664.480485738492,666.0870516803163,667.4088675515391,668.1532053092346,668.5720841570178,668.270516803163,665.3016803162948,661.3982208415702,658.490398192601,655.5764473312623
Colombia,10.471766604045431,10.749262917520626,11.040300368341006,11.343047485643243,11.658797334133082,11.99004705046868,12.33599836965276,12.699506624175593,13.075960654523902,13.470134476949545,13.8883950779888,14.323564302158877,14.77193248653762,15.230062730991817,15.69601766328168,16.169137402141345,16.644036551103643,17.118305631372436,17.59101600356683,18.058357887917182,18.52097781677638,18.972450958318465,19.41782987611319,19.867965011609105,20.320132741590854,20.775041893338624,21.23261237337444,21.708441941572698,22.20399141397916,22.70705810425857,23.231111065625925,23.772871805048915,24.32913302369788,24.90744575669203,25.489918010976368,26.046817752630403,26.59024488135931,27.1423158762182,27.70391043057364,28.278585139812066,28.869310137075537,29.455152991891868,30.04446211445002,30.65041510669786,31.26084888407537,31.863554975718326,32.44920071158606,33.03513300411947,33.63228817277409,34.22204136917131,34.787208537608784,35.33836602185484,35.88604299951855,36.43134520555992,36.9704121343399,37.491736577890464,37.991970628831695,38.47634928587765,38.9421685042187,39.3984628281719,39.84856904102299,40.27777664064815,40.6837580215843,41.07156574740119,41.43985691745121,41.799843283761405,42.21594803535148,42.83317151484355,43.62822164891113,44.414489978081086,45.05702878114635,45.55376497191833,46.04302043184624,46.56203417855684,47.065031009524894
Comoros,87.01665771090812,88.94841483073617,90.79849543256314,92.74583557227297,94.6472326706072,96.5,98.3113917248791,100.25040300913489,102.39817302525525,104.39844169801182,106.2332079527136,108.11445459430414,109.9954325631381,111.86754433100484,113.72622246104244,115.51155292853304,117.49758194519076,120.2898979043525,123.7208490059108,127.35142396560988,131.21144545943042,135.33852767329392,139.75094035464804,144.44895217624932,149.42235357334766,154.5902740462117,159.88070929607738,165.2759269210102,170.70822138635145,176.13702310585705,181.4728640515852,186.66442772702848,191.90703922622245,197.33100483610963,202.92127888232133,208.6792047286405,214.57173562600752,220.5475550779151,226.59134873723804,232.72595378828584,238.90193444384735,244.79097259537883,249.9261149919398,254.530897367007,259.0771090811392,263.6141859215476,268.1929070392262,272.85196131112303,277.59134873723804,282.5827512090274,288.0599140247179,294.0462117141322,300.3350349274584,306.1781300376142,312.0386888769479,318.472326706072,324.9613111230521,331.50268672756584,338.1552928533047,344.9476088124664,351.8731864588931,358.976894142934,366.27055346587855,374.0959161741,382.3226759806556,390.4793121977431,398.5711982804944,406.5929607737775,414.6104245029554,422.6641590542719,431.0389575497044,439.6423965609888,448.2471789360559,456.9516389038152,465.6786673831273
Congo,2.445860907759883,2.4996632503660323,2.5554363103953146,2.613368960468521,2.673549048316252,2.7362562225475844,2.801825768667643,2.870273792093704,2.941808199121523,3.0165592972181554,3.094382137628111,3.175371888726208,3.259663250366032,3.3477686676427525,3.440165446559297,3.5369853587115667,3.638461200585652,3.744338213762811,3.855106881405564,3.971251830161054,4.0926427525622255,4.219733528550512,4.352762811127379,4.491011713030747,4.633385065885798,4.764367496339678,4.8820644216691065,5.0001976573938505,5.118853587115666,5.237259150805271,5.355737920937043,5.47513616398243,5.594232796486091,5.711040995607614,5.855134699853587,6.030194729136164,6.209670571010249,6.393771595900439,6.581705710102489,6.774693997071743,6.970893118594437,7.171975109809663,7.377644216691069,7.599191800878478,7.827655929721815,8.051128843338214,8.277553440702782,8.45640409956076,8.644396778916544,8.88103513909224,9.22795168374817,9.58283308931186,9.811919472913615,10.090051244509516,10.440860907759882,10.82399121522694,11.236922401171302,11.655724743777451,12.045439238653,12.536512445095168,13.066734992679356,13.498459736456809,13.88125915080527,14.22283748169839,14.570658857979502,14.927029282576866,15.292931185944363,15.669139092240115,16.05598243045388,16.44703074670571,16.84565300146413,17.25383016105417,17.672339677891653,18.105080527086383,18.544541727672037
Cook Islands,61.21875,62.725,63.91458333333333,65.03333333333333,66.19791666666667,67.36458333333333,68.47291666666666,69.52916666666667,70.7,72.05208333333333,73.58958333333334,75.16041666666666,76.18333333333334,76.76041666666667,77.43958333333333,78.24791666666667,79.22916666666667,80.52708333333334,82.05416666666666,83.67291666666667,85.36875,86.95416666666667,86.53958333333334,84.11666666666666,81.49166666666666,78.73541666666667,76.03333333333333,74.62708333333333,74.37291666666667,74.075,73.73541666666667,73.35208333333334,72.79583333333333,71.99791666666667,71.09375,70.13333333333334,69.17291666666667,69.07291666666667,69.80208333333333,70.54791666666667,71.33333333333333,72.12291666666667,72.79375,73.29791666666667,73.70416666666667,74.0875,74.39791666666666,73.425,71.1625,68.68125,66.06041666666667,63.47916666666666,62.364583333333336,62.6125,62.82291666666666,63.047916666666666,63.35833333333333,64.5625,66.5875,68.64583333333333,70.73333333333333,72.72916666666667,73.5875,73.35416666666667,73.05208333333333,72.69166666666666,72.21875,71.02916666666667,69.15208333333334,67.20416666666668,65.18125,63.26041666666666,61.34791666666667,59.25833333333333,57.204166666666666
Costa Rica,18.15037211124168,18.77025068546808,19.424079514296903,20.11369956913435,20.84055033294164,21.602996474735605,22.40201723462593,23.239982373678025,24.119682726204463,25.040893066980026,25.998746572659616,26.986290638464556,27.995397571484528,29.01692126909518,30.04230317273796,31.06556991774383,32.082177830003914,33.08896396396396,34.0722875048962,35.04262632197415,36.01545240893067,36.98666274970623,37.960203681942815,38.94131414022719,39.946014492753626,40.985487661574616,42.06373873873874,43.18497845671759,44.3499902075989,45.5638464551508,46.82008421464944,48.112749706227966,49.447826086956525,50.825558166862514,52.24431061496279,53.69945162553858,55.17462788875832,56.65293772032903,58.129710144927536,59.612749706227966,61.13799451625538,62.71398354876616,64.32154328241285,65.95051899725813,67.58953192322758,69.23572267920095,70.87765374069721,72.4972777124951,74.0861437524481,75.63848413631023,77.11983940462201,78.5144339992166,79.82187622405014,81.05727575401488,82.25768703486095,83.45554249902077,84.63257931844889,85.78628084606345,86.95760869565217,88.12751664708186,89.22761457109283,90.28266745005875,91.34221504112809,92.36480611045828,93.36308264786526,94.36033098315708,95.31918331374852,96.22359968664315,97.0978848413631,97.91526635330985,98.59616137877008,99.09885428907168,99.52535252643948,99.9907070113592,100.46827262044653
Croatia,69.14609274366681,69.98123300415057,70.79959209961356,71.67098719049663,72.42224846142837,73.00585909546301,73.5316301703163,74.00715614713037,74.43631029053958,74.819182052383,75.14426792614856,75.55866251610134,76.12376556462002,76.70077465292687,77.24626985830828,77.76416022613425,78.25786281665951,78.72243094318019,79.14390117360813,79.51278266781165,79.83887040217547,80.15174609989981,80.46892443108631,80.78857163303277,81.11408687562616,81.45002325747818,81.79028910834407,82.12792507513954,82.45705417203378,82.77799842564764,83.08101653069987,83.44530020037212,83.89072563331902,84.31522828109345,84.70172284242165,85.06072885358523,85.39164698726206,85.69860097323601,85.98168026334622,86.24467761557177,86.5011002576213,86.32383354801775,85.55589845427222,84.61683304708745,83.64666523543724,82.64204952053814,81.6212072420209,80.58932660655503,79.53462680692715,78.46396879919851,77.3956007585516,76.94780485186776,77.03201481322456,77.04819665092315,77.10847824531272,77.17808072133963,77.21124946328896,77.21401352511808,77.1903266781165,77.11697617003006,76.9490750679834,76.5855159582081,76.19930764276513,75.89805173894375,75.48803134392443,74.84844174896236,74.00249570631173,72.97838843566623,72.00636897094604,71.31699048232431,70.73776298840704,70.2127164734507,69.8981501359668,69.70129347359382,69.33098969514813
Cuba,55.49477322542573,56.59716836208996,57.72096236347628,58.8784774911482,60.069020588620994,61.28908372206298,62.53444238370895,63.805307330598175,65.10321943086232,66.43372393637948,67.79895651848105,69.19497367878753,70.63731055283912,72.14129151913674,73.68084359017591,75.22431574214579,76.74787837913787,78.23886734483598,79.70851364768916,81.18024410348639,82.65781018752693,84.10690533730494,85.46330017422582,86.69447254538302,87.8077755297027,88.7963946495813,89.6536231476798,90.37673523295678,90.9719177953877,91.4531510519118,91.84131868337737,92.2583834466738,92.85187526930066,93.5857359635812,94.35638546994136,95.14254201090316,95.95765188557296,96.81093688529197,97.7218053916334,98.6646715000281,99.5878482174638,100.39191442327508,101.0303817980854,101.54771539369416,101.96913580246914,102.33764214391428,102.68092320950188,103.01742258191425,103.36192603832968,103.71335637610296,104.05879184698102,104.38685625433224,104.69864553476086,104.99806571872834,105.27319732479064,105.49611270349764,105.64595159144982,105.72765038685624,105.76969875793851,105.79740628336988,105.82259877479908,105.86158414357706,105.87661346222298,105.82970362876787,105.71362801850916,105.61329830082992,105.52475692688137,105.35818393000991,105.1641797336031,104.93683377358136,104.68867906854756,104.18112459956164,103.59710747672304,103.22346334700912,102.84740253657806
Curaçao,240.0235849056604,246.24646226415092,252.7700471698113,259.5318396226415,266.53891509433964,273.8372641509434,281.3856132075472,289.14150943396226,297.123820754717,305.29009433962267,311.7582547169811,316.7346698113208,321.83254716981133,326.7087264150944,331.438679245283,336.001179245283,340.373820754717,344.5707547169811,348.5742924528302,352.3455188679245,355.813679245283,358.9198113207547,361.5141509433962,363.3962264150944,364.8042452830189,366.0259433962264,367.0306603773585,367.8490566037736,368.5224056603773,369.0518867924528,369.4811320754717,369.7983490566038,369.9127358490566,369.875,369.7665094339623,369.57193396226415,369.3172169811321,368.9693396226415,368.5153301886792,367.9669811320755,367.310141509434,366.620283018868,365.7653301886792,364.3714622641509,362.4304245283019,360.123820754717,357.4846698113208,354.49056603773585,351.10141509433964,347.311320754717,343.22759433962267,341.3938679245283,344.1061320754717,348.84787735849056,353.2936320754717,356.87028301886795,359.6816037735849,362.4198113207547,365.03537735849056,367.5117924528302,369.997641509434,373.9764150943397,379.4575471698113,384.6910377358491,389.21462264150944,392.9528301886792,395.7134433962264,397.4433962264151,428.2629716981132,447.03537735849056,436.3632075471698,437.0625,437.1332547169811,437.3278301886792,437.4563679245283
